thiswell,hiswell,Reward,match,session,rat,prefer,switch
2,3,0,0,25,501,0,0
2,2,1,1,25,501,1,0
3,3,0,0,25,501,1,0
3,3,0,0,25,501,1,0
2,1,0,0,25,501,0,0
3,3,0,0,25,501,1,0
3,3,0,0,25,501,1,0
1,1,1,1,26,501,1,0
3,3,1,1,26,501,1,0
1,3,1,1,26,501,0,0
3,1,0,0,26,501,0,0
1,3,0,0,26,501,0,0
2,3,1,1,26,501,0,0
1,3,0,0,26,501,0,0
2,3,0,0,26,501,0,0
3,3,1,1,26,501,1,0
1,3,0,0,26,501,0,0
2,3,0,0,26,501,0,0
1,1,1,1,26,501,1,0
3,3,1,1,26,501,1,0
1,3,0,0,26,501,0,0
2,2,1,1,26,501,1,0
1,1,0,1,26,501,1,0
1,1,0,0,26,501,1,0
3,3,1,1,26,501,1,0
2,3,0,0,26,501,0,0
3,3,0,0,26,501,1,0
2,2,0,0,26,501,1,0
2,NaN,1,1,27,501,0,0
3,3,1,1,27,501,1,0
2,2,0,0,27,501,1,0
3,3,0,1,27,501,1,0
2,1,0,0,27,501,0,0
3,3,0,1,27,501,1,0
2,2,0,1,27,501,1,0
3,3,0,1,27,501,1,0
2,2,0,1,27,501,1,0
1,3,0,0,27,501,0,0
1,1,0,0,27,501,1,0
2,NaN,0,0,28,501,0,0
3,NaN,0,0,28,501,0,0
1,NaN,0,0,28,501,0,0
2,NaN,0,0,28,501,0,0
3,NaN,0,0,28,501,0,0
2,2,1,1,28,501,1,0
1,3,0,0,28,501,0,0
2,2,0,0,28,501,1,0
3,3,0,1,28,501,1,0
2,3,0,0,28,501,0,0
2,2,1,1,29,501,1,0
3,3,0,1,29,501,1,0
1,1,1,1,29,501,1,0
2,2,0,1,29,501,1,0
3,3,1,1,29,501,1,0
3,2,0,0,29,501,0,0
2,2,1,1,29,501,1,0
1,2,0,0,29,501,0,0
3,3,1,1,29,501,1,0
2,1,0,0,29,501,0,0
3,3,0,1,29,501,1,0
2,2,0,1,29,501,1,0
1,3,0,0,29,501,0,0
2,2,0,1,29,501,1,0
2,3,0,0,29,501,0,0
2,2,1,1,29,501,1,0
1,1,1,1,30,501,1,0
3,3,1,1,30,501,1,0
1,2,0,0,30,501,0,0
3,3,1,1,30,501,1,0
1,1,1,1,30,501,1,0
2,3,0,0,30,501,0,0
3,1,0,0,30,501,0,0
3,3,0,0,30,501,1,0
1,2,0,0,30,501,0,0
2,2,0,1,30,501,1,0
3,3,0,1,30,501,1,0
2,2,1,1,30,501,1,0
3,3,0,1,30,501,1,0
2,3,0,0,30,501,0,0
3,1,0,0,30,501,0,0
1,1,0,0,30,501,1,0
2,NaN,0,0,31,501,0,0
1,3,0,0,31,501,0,0
3,3,1,1,31,501,1,0
2,1,0,0,31,501,0,0
1,1,1,1,31,501,1,0
2,2,1,1,31,501,1,0
3,2,0,0,31,501,0,0
3,3,0,0,31,501,1,0
1,2,0,0,31,501,0,0
3,3,0,1,31,501,1,0
1,3,0,0,31,501,0,0
3,3,1,1,31,501,1,0
2,1,0,0,31,501,0,0
1,1,1,1,31,501,1,0
3,2,0,0,31,501,0,0
2,NaN,0,0,32,501,0,0
1,1,1,1,32,501,1,0
3,2,0,0,32,501,0,0
2,2,0,1,32,501,1,0
1,3,0,0,32,501,0,0
2,1,0,0,32,501,0,0
2,3,0,0,32,501,0,0
3,1,0,0,32,501,0,0
1,1,1,1,32,501,1,0
2,2,0,1,32,501,1,0
3,1,0,0,32,501,0,0
2,2,0,0,32,501,1,0
2,1,0,0,32,501,0,0
3,2,0,0,32,501,0,0
2,2,0,0,32,501,1,0
1,1,1,1,33,501,1,0
2,2,0,1,33,501,1,0
2,3,0,0,33,501,0,0
3,3,1,1,33,501,1,0
3,3,0,0,33,501,1,0
1,1,0,0,33,501,1,0
2,3,0,0,33,501,0,0
2,3,1,1,33,501,0,0
2,2,0,1,33,501,1,0
2,2,0,0,33,501,1,0
2,3,0,0,33,501,0,0
3,3,0,0,33,501,1,0
2,3,0,0,33,501,0,0
3,3,0,0,33,501,1,0
2,2,0,0,33,501,1,0
3,3,0,0,33,501,1,0
3,NaN,0,0,34,501,0,0
1,2,0,0,34,501,0,0
3,2,0,0,34,501,0,0
2,1,1,1,34,501,0,0
3,2,0,0,34,501,0,0
2,2,0,1,34,501,1,0
1,1,0,0,34,501,1,0
3,3,0,0,34,501,1,0
1,2,0,0,34,501,0,0
3,3,0,0,34,501,1,0
2,2,0,1,34,501,1,0
3,1,0,0,34,501,0,0
3,3,0,0,34,501,1,0
2,1,0,0,34,501,0,0
3,3,0,0,34,501,1,0
1,1,0,0,34,501,1,0
2,NaN,0,0,35,501,0,0
1,1,1,1,35,501,1,0
2,2,0,0,35,501,1,0
3,3,0,1,35,501,1,0
2,2,0,1,35,501,1,0
3,1,0,0,35,501,0,0
1,1,1,1,35,501,1,0
1,1,1,1,35,501,1,0
2,1,0,0,35,501,0,0
1,3,0,0,35,501,0,0
3,3,1,1,35,501,1,0
1,3,0,0,35,501,0,0
3,3,0,0,35,501,1,0
2,2,0,0,36,501,1,0
1,3,0,0,36,501,0,0
2,3,0,0,36,501,0,0
3,3,1,1,36,501,1,0
3,3,0,1,36,501,1,0
1,2,0,0,36,501,0,0
2,3,0,0,36,501,0,0
3,1,0,0,36,501,0,0
1,2,0,0,36,501,0,0
2,3,0,0,36,501,0,0
3,1,0,0,36,501,0,0
3,1,0,0,36,501,0,0
1,1,0,0,36,501,1,0
2,NaN,0,0,37,501,0,0
1,1,1,1,37,501,1,0
1,1,1,1,37,501,1,0
1,1,1,1,37,501,1,0
2,2,1,1,37,501,1,0
1,3,0,0,37,501,0,0
2,2,0,1,37,501,1,0
1,1,0,1,37,501,1,0
1,1,0,0,37,501,1,0
3,3,0,0,37,501,1,0
2,3,0,0,37,501,0,0
3,3,0,0,37,501,1,0
3,1,0,0,37,501,0,0
3,3,0,0,37,501,1,0
2,NaN,0,0,38,501,0,0
1,1,0,1,38,501,1,0
2,1,0,0,38,501,0,0
3,3,1,1,38,501,1,0
1,1,1,1,38,501,1,0
1,1,0,0,38,501,1,0
3,2,1,1,38,501,0,0
2,1,0,0,38,501,0,0
1,3,0,0,38,501,0,0
2,1,0,0,38,501,0,0
2,2,1,1,38,501,1,0
2,NaN,0,0,39,501,0,0
1,NaN,0,0,39,501,0,0
1,3,0,0,39,501,0,0
3,3,0,0,39,501,1,0
1,3,0,1,39,501,0,0
2,1,0,0,39,501,0,0
3,1,0,0,39,501,0,0
1,1,0,0,39,501,1,0
3,2,0,0,39,501,0,0
2,2,1,1,39,501,1,0
1,3,0,0,39,501,0,0
3,3,1,1,39,501,1,0
2,1,0,0,39,501,0,0
3,1,0,0,39,501,0,0
1,1,0,1,39,501,1,0
3,2,0,0,39,501,0,0
2,2,1,1,39,501,1,0
3,3,0,1,39,501,1,0
2,2,1,1,39,501,1,0
3,3,0,1,39,501,1,0
1,1,1,1,39,501,1,0
3,2,0,0,39,501,0,0
3,2,0,0,39,501,0,0
1,2,0,0,39,501,0,0
3,2,0,0,39,501,0,0
1,1,0,0,39,501,1,0
2,NaN,0,0,40,501,0,0
1,1,1,1,40,501,1,0
1,1,0,0,40,501,1,0
3,2,0,0,40,501,0,0
2,2,1,1,40,501,1,0
2,1,0,0,40,501,0,0
3,3,0,0,40,501,1,0
1,1,1,1,40,501,1,0
2,NaN,0,0,41,501,0,0
2,2,0,0,41,501,1,0
1,1,1,1,41,501,1,0
2,2,1,1,41,501,1,0
3,3,1,1,41,501,1,0
1,3,0,0,41,501,0,0
3,3,0,0,41,501,1,0
2,1,0,0,41,501,0,0
2,1,0,0,41,501,0,0
3,3,1,1,41,501,1,0
3,3,0,0,41,501,1,0
3,3,0,0,41,501,1,0
1,3,0,0,41,501,0,0
2,NaN,0,0,42,501,0,0
3,1,0,0,42,501,0,0
2,1,0,0,42,501,0,0
1,3,0,0,42,501,0,0
2,1,0,0,42,501,0,0
1,3,0,0,42,501,0,0
3,3,0,0,42,501,1,0
2,NaN,0,0,43,501,0,0
2,1,0,0,43,501,0,0
3,1,0,0,43,501,0,0
2,3,0,0,43,501,0,0
1,1,1,1,43,501,1,0
1,1,0,0,43,501,1,0
1,1,0,0,43,501,1,0
3,3,0,0,43,501,1,0
2,NaN,0,0,44,501,0,0
2,2,0,1,44,501,1,0
1,3,0,0,44,501,0,0
3,3,1,1,44,501,1,0
1,1,1,1,44,501,1,0
3,1,0,0,44,501,0,0
2,2,1,1,44,501,1,0
3,2,0,0,44,501,0,0
2,1,0,0,44,501,0,0
1,3,0,0,44,501,0,0
2,3,0,0,44,501,0,0
3,3,1,1,44,501,1,0
3,3,0,0,44,501,1,0
3,3,0,0,44,501,1,0
3,3,0,0,44,501,1,0
2,3,0,0,44,501,0,0
3,3,0,0,44,501,1,0
2,NaN,0,0,45,501,0,0
1,1,1,1,45,501,1,0
2,2,0,0,45,501,1,0
1,3,0,0,45,501,0,0
1,1,0,1,45,501,1,0
2,3,0,0,45,501,0,0
1,3,0,0,45,501,0,0
3,3,0,1,45,501,1,0
2,2,1,1,45,501,1,0
3,2,0,0,45,501,0,0
2,1,0,0,45,501,0,0
1,1,0,1,45,501,1,0
1,3,0,0,45,501,0,0
3,3,1,1,45,501,1,0
2,NaN,0,0,46,501,0,0
3,3,1,1,46,501,1,0
2,1,0,0,46,501,0,0
3,3,0,1,46,501,1,0
2,1,0,0,46,501,0,0
1,1,1,1,46,501,1,0
2,1,0,0,46,501,0,0
3,1,0,0,46,501,0,0
1,1,0,0,46,501,1,0
1,1,0,0,46,501,1,0
3,3,0,0,46,501,1,0
1,1,0,0,46,501,1,0
2,NaN,0,0,47,501,0,0
1,3,0,0,47,501,0,0
3,2,0,0,47,501,0,0
1,3,0,0,47,501,0,0
3,3,0,1,47,501,1,0
3,3,0,0,47,501,1,0
1,3,0,0,47,501,0,0
1,1,1,1,48,501,1,0
2,2,0,0,48,501,1,0
3,3,1,1,48,501,1,0
1,2,0,1,48,501,0,0
1,2,0,0,48,501,0,0
3,1,0,0,48,501,0,0
2,2,1,1,48,501,1,0
3,3,0,0,48,501,1,0
2,1,0,0,49,501,0,0
3,3,1,1,49,501,1,0
2,3,0,0,49,501,0,0
3,1,0,0,49,501,0,0
2,3,0,0,49,501,0,0
3,3,0,0,49,501,1,0
1,1,0,0,49,501,1,0
1,1,0,0,49,501,1,0
3,2,0,0,50,501,0,0
1,2,0,0,50,501,0,0
2,2,0,1,50,501,1,0
2,3,0,0,50,501,0,0
2,2,0,0,50,501,1,0
1,3,0,0,50,501,0,0
3,3,0,1,50,501,1,0
1,1,1,1,51,501,1,0
3,3,0,1,51,501,1,0
1,1,0,1,51,501,1,0
2,3,0,0,51,501,0,0
3,3,0,0,51,501,1,0
2,2,0,0,51,501,1,0
3,3,0,0,51,501,1,0
1,1,0,0,51,501,1,0
3,1,0,0,51,501,0,0
1,1,0,0,51,501,1,0
1,1,1,1,52,501,1,0
2,2,0,1,52,501,1,0
3,1,0,0,52,501,0,0
2,3,0,0,52,501,0,0
3,3,1,1,52,501,1,0
2,3,0,0,52,501,0,0
3,3,1,1,52,501,1,0
3,3,0,0,52,501,1,0
1,1,1,1,52,501,1,0
2,3,0,0,52,501,0,0
3,3,1,1,52,501,1,0
1,2,0,0,52,501,0,0
3,1,0,0,52,501,0,0
2,3,0,0,52,501,0,0
3,3,1,1,52,501,1,0
2,3,0,0,52,501,0,0
3,1,0,0,52,501,0,0
2,3,0,0,52,501,0,0
3,1,0,0,52,501,0,0
2,3,0,0,52,501,0,0
3,3,0,1,52,501,1,0
1,1,0,1,52,501,1,0
2,2,0,0,52,501,1,0
1,1,0,0,52,501,1,0
2,NaN,0,0,53,501,0,0
3,1,0,1,53,501,0,0
2,3,0,0,53,501,0,0
2,1,0,0,53,501,0,0
2,1,0,0,53,501,0,0
3,1,0,0,53,501,0,0
3,3,1,1,53,501,1,0
2,3,0,0,53,501,0,0
1,3,0,0,53,501,0,0
3,3,0,1,53,501,1,0
2,2,1,1,54,501,1,0
2,3,0,0,54,501,0,0
3,3,1,1,54,501,1,0
2,2,1,1,54,501,1,0
3,1,0,0,54,501,0,0
2,3,0,0,54,501,0,0
3,3,1,1,54,501,1,0
3,3,0,1,54,501,1,0
2,3,0,0,54,501,0,0
3,3,0,0,54,501,1,0
2,3,0,0,54,501,0,0
3,1,1,1,54,501,0,0
1,2,0,0,54,501,0,0
2,3,0,0,54,501,0,0
1,1,0,1,54,501,1,0
2,3,0,0,54,501,0,0
3,1,0,0,54,501,0,0
3,3,1,1,55,501,1,0
1,2,0,0,55,501,0,0
2,3,0,1,55,501,0,0
1,3,0,0,55,501,0,0
2,3,0,0,55,501,0,0
3,3,1,1,55,501,1,0
2,3,0,0,55,501,0,0
3,3,0,0,55,501,1,0
3,1,0,0,55,501,0,0
3,3,0,0,55,501,1,0
2,NaN,1,1,56,501,0,0
1,1,0,0,56,501,1,0
2,2,0,0,56,501,1,0
3,2,0,0,56,501,0,0
2,2,0,1,56,501,1,0
2,1,0,0,56,501,0,0
3,1,0,0,56,501,0,0
2,1,0,0,56,501,0,0
1,3,0,0,56,501,0,0
3,3,0,0,56,501,1,0
1,1,0,0,56,501,1,0
3,3,1,1,57,501,1,0
3,3,0,0,57,501,1,0
2,3,0,0,57,501,0,0
3,1,0,0,57,501,0,0
3,3,0,0,57,501,1,0
3,3,0,0,57,501,1,0
1,1,0,0,57,501,1,0
2,2,1,1,58,501,1,0
2,3,0,0,58,501,0,0
2,2,0,0,58,501,1,0
3,3,1,1,58,501,1,0
2,2,0,1,58,501,1,0
3,3,1,1,58,501,1,0
2,3,0,0,58,501,0,0
3,3,0,0,58,501,1,0
2,2,0,0,58,501,1,0
3,1,0,0,58,501,0,0
1,1,0,0,58,501,1,0
3,2,0,0,58,501,0,0
2,1,0,0,58,501,0,0
3,3,0,0,58,501,1,0
2,NaN,1,1,1,503,0,0
2,2,0,0,1,503,1,0
2,1,0,0,1,503,0,0
3,1,0,0,1,503,0,0
1,1,0,1,1,503,1,0
2,3,0,0,1,503,0,0
1,3,0,0,1,503,0,0
3,2,0,0,1,503,0,0
1,2,0,0,1,503,0,0
2,3,0,0,1,503,0,0
1,3,0,0,1,503,0,0
3,2,0,0,1,503,0,0
2,3,0,0,1,503,0,0
3,3,0,1,1,503,1,0
1,2,0,0,1,503,0,0
2,2,1,1,1,503,1,0
1,1,0,1,1,503,1,0
3,3,1,1,1,503,1,0
2,3,0,0,1,503,0,0
3,3,0,0,1,503,1,0
1,1,0,0,1,503,1,0
3,1,0,0,1,503,0,0
1,2,0,0,1,503,0,0
2,2,1,1,1,503,1,0
1,1,0,0,1,503,1,0
2,2,0,1,1,503,1,0
3,2,0,0,1,503,0,0
1,2,0,0,1,503,0,0
2,2,0,0,1,503,1,0
1,2,0,0,1,503,0,0
2,2,0,0,1,503,1,0
1,2,0,0,1,503,0,0
2,3,0,0,1,503,0,0
1,1,0,0,1,503,1,0
2,3,0,0,1,503,0,0
3,3,0,0,1,503,1,0
1,2,0,0,1,503,0,0
1,1,0,0,1,503,1,0
3,1,0,0,1,503,0,0
1,2,0,0,1,503,0,0
2,3,0,0,1,503,0,0
1,3,0,0,1,503,0,0
2,2,1,1,2,503,1,0
2,1,0,0,2,503,0,0
3,3,1,1,2,503,1,0
2,3,0,0,2,503,0,0
3,1,0,0,2,503,0,0
1,1,1,1,2,503,1,0
1,3,0,0,2,503,0,0
2,1,0,0,2,503,0,0
1,1,0,1,2,503,1,0
3,2,0,0,2,503,0,0
2,2,0,0,2,503,1,0
1,3,0,0,2,503,0,0
3,3,0,1,2,503,1,0
2,1,0,0,2,503,0,0
1,1,0,1,2,503,1,0
3,3,0,1,2,503,1,0
1,1,0,0,2,503,1,0
3,2,0,0,2,503,0,0
1,1,0,0,2,503,1,0
3,2,0,0,2,503,0,0
1,1,0,0,2,503,1,0
2,2,1,1,3,503,1,0
1,2,0,0,3,503,0,0
2,1,0,0,3,503,0,0
1,1,1,1,3,503,1,0
1,3,0,0,3,503,0,0
3,3,0,1,3,503,1,0
2,2,1,1,3,503,1,0
2,1,0,0,3,503,0,0
3,2,1,1,3,503,0,0
2,2,1,1,3,503,1,0
1,3,0,0,3,503,0,0
3,3,1,1,3,503,1,0
1,1,0,1,3,503,1,0
2,1,0,0,3,503,0,0
1,1,0,0,3,503,1,0
3,3,0,1,3,503,1,0
3,2,0,0,3,503,0,0
2,2,0,0,3,503,1,0
3,1,0,1,3,503,0,0
2,2,0,1,3,503,1,0
3,2,0,0,3,503,0,0
2,2,0,0,3,503,1,0
3,1,0,0,3,503,0,0
2,1,0,0,3,503,0,0
1,1,1,1,3,503,1,0
2,1,0,0,3,503,0,0
1,1,0,1,3,503,1,0
3,2,0,0,3,503,0,0
2,2,0,1,3,503,1,0
1,3,0,0,3,503,0,0
3,3,1,1,3,503,1,0
2,1,0,0,3,503,0,0
3,1,0,0,3,503,0,0
2,1,0,0,3,503,0,0
2,NaN,1,1,4,503,0,0
1,2,0,0,4,503,0,0
2,3,0,0,4,503,0,0
1,3,0,0,4,503,0,0
2,3,0,0,4,503,0,0
1,1,1,1,4,503,1,0
3,3,1,1,4,503,1,0
2,3,0,0,4,503,0,0
1,2,0,0,4,503,0,0
2,2,0,1,4,503,1,0
1,1,1,1,4,503,1,0
3,1,0,0,4,503,0,0
2,1,1,1,4,503,0,0
3,3,0,1,4,503,1,0
2,2,0,1,4,503,1,0
1,3,0,0,4,503,0,0
3,3,0,1,4,503,1,0
2,1,0,0,4,503,0,0
1,1,1,1,4,503,1,0
1,2,0,0,4,503,0,0
2,2,0,1,4,503,1,0
2,3,0,0,4,503,0,0
3,3,1,1,4,503,1,0
1,1,0,0,4,503,1,0
2,2,0,1,4,503,1,0
3,3,1,1,4,503,1,0
1,3,0,0,4,503,0,0
2,3,0,0,4,503,0,0
1,3,0,0,4,503,0,0
2,2,0,1,4,503,1,0
1,2,0,1,4,503,0,0
2,3,0,0,4,503,0,0
1,3,0,0,4,503,0,0
3,3,1,1,4,503,1,0
2,3,0,0,4,503,0,0
3,3,0,0,4,503,1,0
1,1,1,1,4,503,1,0
2,2,0,1,4,503,1,0
2,3,1,1,4,503,0,0
1,1,1,1,4,503,1,0
2,3,0,0,4,503,0,0
2,2,1,1,5,503,1,0
3,3,0,0,5,503,1,0
1,2,0,0,5,503,0,0
3,3,0,0,5,503,1,0
2,1,0,0,5,503,0,0
1,1,1,1,5,503,1,0
2,1,0,1,5,503,0,0
1,3,0,0,5,503,0,0
3,3,0,0,5,503,1,0
1,1,0,1,5,503,1,0
2,2,1,1,5,503,1,0
3,2,0,1,5,503,0,0
2,1,0,0,5,503,0,0
1,1,1,1,5,503,1,0
2,1,0,0,5,503,0,0
3,3,1,1,5,503,1,0
1,2,0,0,5,503,0,0
3,2,0,0,5,503,0,0
2,2,0,1,5,503,1,0
3,3,0,1,5,503,1,0
2,1,0,0,5,503,0,0
1,1,0,0,5,503,1,0
1,1,0,1,5,503,1,0
3,3,0,1,5,503,1,0
2,1,0,0,5,503,0,0
1,1,0,1,5,503,1,0
2,NaN,1,1,6,503,0,0
2,2,0,0,6,503,1,0
3,1,0,0,6,503,0,0
1,1,0,1,6,503,1,0
1,3,0,0,6,503,0,0
2,3,0,0,6,503,0,0
3,3,1,1,6,503,1,0
2,3,0,0,6,503,0,0
1,3,0,0,6,503,0,0
3,1,0,0,6,503,0,0
1,2,0,0,6,503,0,0
2,2,0,1,6,503,1,0
2,3,0,0,6,503,0,0
1,3,0,0,6,503,0,0
2,3,0,0,6,503,0,0
3,3,1,1,6,503,1,0
2,3,0,1,6,503,0,0
3,3,0,0,6,503,1,0
1,1,1,1,6,503,1,0
3,1,0,0,6,503,0,0
1,2,0,0,6,503,0,0
1,1,0,0,6,503,1,0
2,2,1,1,6,503,1,0
3,1,0,0,6,503,0,0
1,1,1,1,6,503,1,0
3,1,0,0,6,503,0,0
1,2,0,0,6,503,0,0
2,3,0,0,6,503,0,0
3,3,1,1,6,503,1,0
3,3,0,1,6,503,1,0
2,3,0,0,6,503,0,0
3,3,0,1,6,503,1,0
3,3,0,0,6,503,1,0
1,1,0,1,6,503,1,0
3,1,0,0,6,503,0,0
1,1,0,0,6,503,1,0
1,1,0,0,6,503,1,0
2,3,0,0,6,503,0,0
1,3,0,0,6,503,0,0
3,3,0,0,6,503,1,0
1,1,0,1,6,503,1,0
2,NaN,1,1,7,503,0,0
2,2,0,0,7,503,1,0
2,3,0,0,7,503,0,0
3,3,1,1,7,503,1,0
2,3,0,0,7,503,0,0
3,3,0,1,7,503,1,0
2,3,0,0,7,503,0,0
3,1,0,0,7,503,0,0
1,1,1,1,7,503,1,0
2,3,0,0,7,503,0,0
1,1,0,1,7,503,1,0
1,1,0,0,7,503,1,0
2,3,0,0,7,503,0,0
3,3,1,1,7,503,1,0
2,3,0,0,7,503,0,0
1,1,0,1,7,503,1,0
1,1,0,0,7,503,1,0
1,2,0,0,7,503,0,0
1,3,0,0,7,503,0,0
2,3,0,0,7,503,0,0
3,1,0,0,7,503,0,0
1,1,1,1,7,503,1,0
2,3,0,0,7,503,0,0
1,3,0,0,7,503,0,0
2,3,0,0,7,503,0,0
1,1,0,0,7,503,1,0
1,1,0,0,7,503,1,0
2,2,1,1,8,503,1,0
1,1,1,1,8,503,1,0
3,3,0,0,8,503,1,0
1,1,0,1,8,503,1,0
3,3,0,1,8,503,1,0
3,1,0,0,8,503,0,0
1,1,0,1,8,503,1,0
3,2,0,0,8,503,0,0
1,1,0,0,8,503,1,0
3,2,0,0,8,503,0,0
2,2,0,0,8,503,1,0
1,3,0,0,8,503,0,0
2,NaN,0,0,9,503,0,0
2,2,0,0,9,503,1,0
1,3,0,0,9,503,0,0
3,3,0,1,9,503,1,0
1,3,0,0,9,503,0,0
2,3,0,0,9,503,0,0
1,2,0,0,9,503,0,0
2,2,0,0,9,503,1,0
1,1,0,1,9,503,1,0
3,1,0,0,9,503,0,0
1,1,0,0,9,503,1,0
2,2,0,1,9,503,1,0
1,1,0,0,9,503,1,0
2,3,0,0,9,503,0,0
1,3,0,0,9,503,0,0
3,3,1,1,9,503,1,0
2,3,0,0,9,503,0,0
1,3,0,0,9,503,0,0
2,3,0,0,9,503,0,0
1,3,0,0,9,503,0,0
1,2,0,0,9,503,0,0
2,2,1,1,10,503,1,0
2,3,0,0,10,503,0,0
3,3,0,0,10,503,1,0
2,2,0,0,10,503,1,0
3,2,0,0,10,503,0,0
1,2,0,0,10,503,0,0
2,2,0,0,10,503,1,0
1,1,0,1,10,503,1,0
3,1,0,0,10,503,0,0
1,2,0,0,10,503,0,0
2,3,0,0,10,503,0,0
1,3,0,0,10,503,0,0
2,2,1,1,11,503,1,0
1,1,1,1,11,503,1,0
2,1,0,0,11,503,0,0
3,3,0,1,11,503,1,0
3,3,0,0,11,503,1,0
2,1,0,0,11,503,0,0
1,1,0,1,11,503,1,0
2,2,1,1,11,503,1,0
2,1,0,0,11,503,0,0
1,1,1,1,11,503,1,0
3,3,0,1,11,503,1,0
2,2,1,1,11,503,1,0
3,1,0,0,11,503,0,0
1,1,0,0,11,503,1,0
2,NaN,1,1,12,503,0,0
1,2,0,0,12,503,0,0
2,2,0,0,12,503,1,0
3,1,0,0,12,503,0,0
2,3,0,1,12,503,0,0
3,2,0,0,12,503,0,0
1,2,0,0,12,503,0,0
2,3,0,0,12,503,0,0
1,3,0,0,12,503,0,0
2,3,0,0,12,503,0,0
3,3,1,1,12,503,1,0
2,3,0,0,12,503,0,0
3,3,0,0,12,503,1,0
1,1,0,0,12,503,1,0
2,2,0,0,12,503,1,0
1,3,0,0,12,503,0,0
2,3,0,0,12,503,0,0
3,3,0,0,12,503,1,0
1,1,0,0,12,503,1,0
3,1,0,0,12,503,0,0
1,1,0,0,12,503,1,0
2,2,1,1,12,503,1,0
2,2,1,1,13,503,1,0
3,2,0,0,13,503,0,0
2,1,0,0,13,503,0,0
1,3,0,0,13,503,0,0
3,3,0,1,13,503,1,0
3,3,0,1,13,503,1,0
3,1,0,0,13,503,0,0
3,2,0,0,13,503,0,0
2,2,0,1,13,503,1,0
1,1,0,0,13,503,1,0
2,2,1,1,14,503,1,0
2,3,0,0,14,503,0,0
3,3,0,1,14,503,1,0
2,3,0,0,14,503,0,0
1,1,1,1,14,503,1,0
2,2,0,1,14,503,1,0
3,1,0,0,14,503,0,0
2,3,0,0,14,503,0,0
2,2,0,1,14,503,1,0
1,3,0,0,14,503,0,0
2,3,0,0,14,503,0,0
3,3,1,1,14,503,1,0
3,1,0,0,14,503,0,0
1,2,0,0,14,503,0,0
2,2,1,1,14,503,1,0
2,3,0,0,14,503,0,0
3,3,0,1,14,503,1,0
2,3,0,0,14,503,0,0
3,3,0,0,14,503,1,0
3,3,0,0,14,503,1,0
1,1,0,0,14,503,1,0
2,3,0,0,14,503,0,0
1,3,0,0,14,503,0,0
3,1,0,0,14,503,0,0
2,2,1,1,15,503,1,0
1,2,0,0,15,503,0,0
1,1,0,0,15,503,1,0
3,3,0,0,15,503,1,0
2,1,0,0,15,503,0,0
3,1,0,0,15,503,0,0
3,NaN,0,0,16,503,0,0
2,3,0,0,16,503,0,0
3,3,0,0,16,503,1,0
2,2,0,1,16,503,1,0
2,2,0,1,16,503,1,0
1,1,1,1,16,503,1,0
2,3,0,0,16,503,0,0
1,3,0,0,16,503,0,0
2,3,0,0,16,503,0,0
3,3,0,1,16,503,1,0
2,2,1,1,16,503,1,0
1,3,0,0,16,503,0,0
2,3,0,0,16,503,0,0
3,3,0,1,16,503,1,0
2,2,0,1,16,503,1,0
3,2,0,0,16,503,0,0
1,2,0,0,16,503,0,0
3,3,0,1,16,503,1,0
3,3,0,0,16,503,1,0
1,1,1,1,17,503,1,0
1,1,0,0,17,503,1,0
3,2,0,0,17,503,0,0
1,2,0,0,17,503,0,0
3,2,0,0,17,503,0,0
2,1,0,0,17,503,0,0
3,1,0,0,17,503,0,0
1,1,0,0,17,503,1,0
2,2,1,1,18,503,1,0
3,1,1,1,18,503,0,0
2,3,0,0,18,503,0,0
1,3,0,0,18,503,0,0
2,3,0,0,18,503,0,0
3,3,0,0,18,503,1,0
2,3,0,0,18,503,0,0
3,3,0,0,18,503,1,0
3,3,0,0,18,503,1,0
1,3,0,0,18,503,0,0
3,3,0,0,18,503,1,0
2,3,0,0,18,503,0,0
2,2,0,0,18,503,1,0
2,2,0,0,18,503,1,0
2,2,1,1,19,503,1,0
2,2,0,0,19,503,1,0
2,3,0,0,19,503,0,0
1,1,1,1,19,503,1,0
2,3,0,0,19,503,0,0
3,3,1,1,19,503,1,0
2,3,0,0,19,503,0,0
1,3,0,0,19,503,0,0
2,3,0,0,19,503,0,0
3,3,0,0,19,503,1,0
1,3,0,0,19,503,0,0
2,3,0,0,19,503,0,0
1,1,1,1,19,503,1,0
2,3,0,0,19,503,0,0
3,3,1,1,19,503,1,0
2,3,0,0,19,503,0,0
1,3,0,0,19,503,0,0
2,2,1,1,19,503,1,0
1,1,0,0,19,503,1,0
3,2,0,0,19,503,0,0
2,3,0,0,19,503,0,0
1,1,1,1,20,503,1,0
3,3,1,1,20,503,1,0
2,1,0,0,20,503,0,0
2,1,0,0,20,503,0,0
3,1,0,0,20,503,0,0
1,1,1,1,20,503,1,0
2,1,0,0,20,503,0,0
3,3,1,1,20,503,1,0
2,2,1,1,20,503,1,0
3,2,0,0,20,503,0,0
2,2,0,0,20,503,1,0
2,2,0,0,20,503,1,0
3,2,0,0,20,503,0,0
1,1,0,0,21,503,1,0
1,2,0,0,21,503,0,0
2,2,1,1,21,503,1,0
3,3,0,1,21,503,1,0
1,3,0,0,21,503,0,0
2,2,1,1,21,503,1,0
1,1,0,1,21,503,1,0
3,1,0,0,21,503,0,0
2,1,0,0,21,503,0,0
